speaker,transcript,readability,word_count,paraphrase
Donald Trump,"They don't talk about it. Instead, we have these characters from the National Golf Foundation, who by the way, I know some of the board members. They didn't even understand this article. And of course, in all fairness to the man, he said he was totally misquoted. But I -- you know, knowing, knowing that group, they're just not a positive force of golf.",84.07,64,"I don't discuss it. Instead, there are representatives from the National Golf Foundation, who I am familiar with some of the board members. Unfortunately, they did not understand the article, and the man in question claims to have been misquoted. However, I have doubts about their ability to promote golf in a positive way, given my knowledge of the group."
Donald Trump,"And it was so obvious. And I looked at it. I said: ""You have hungry people here. You have farmers here that had too much,"" in terms of their product, and we moved it over to here. Everybody got helped. The farmers did well, and the people are eating great, great, beautiful, clean food. So it really worked out very well, and the farmers were just telling us how incredible a program it's been, but also for the people that were hungry. So we're very proud of it.",85.69,88,"I noticed that there were people who were hungry and farmers who had more produce than they needed. So we brought the extra produce to this location and it was a win-win for everyone. The farmers did well, the people are eating healthy food, and it has been a successful program. The farmers have been telling us how great it has been for them and for the people who were hungry. We are very proud of it."
Donald Trump,"Well, the reason is that Bob Vander Plaats, who's a great guy, who's the leader there as far as that's concerned, and a religious leader and a great one, is a friend of mine and he asked me if I'd go. And I said yes, and a lot of people are reading a lot of things into that. But I did say yes, and I will say this in a very bragaddocious manner.",80.65,73,"I said yes to attending the event when Bob Vander Plaats, a friend of mine and a religious leader, asked me to go. Many people are interpreting this in various ways, but I agreed and I'm proud to say it in a boastful manner."
Donald Trump,"He knocked the heck out of him, and then he pulled back, OK? He didn't get into the quagmire. And that was OK to do. The problem is Saddam Hussein said, ""I drove them back. I drove the Americans back."" He really overplayed his hand. And frankly, I think the son, being loyal to the father - I think he really wanted to go into Iraq, even if it wasn't the right thing to do.",86.1,75,"I believe that the speaker is saying that someone knocked out a person, and then they stepped back. It was acceptable to do this, and the person who was knocked out didn't get caught in a difficult situation. The speaker also mentions that Saddam Hussein claimed to have driven the Americans back, but he overplayed his hand. The speaker thinks that the son, who is loyal to the father, wanted to go into Iraq even if it wasn't the right thing to do."
Donald Trump,"I tell you what. Because I have a hotel, and in order to expand the hotel and add 2,000 rooms, I would have had to take her thing. Now, the 2,000 rooms would have provided about 2,500 jobs, Ultimately offered a lot of money, she didn't take it, I didn't build the job. I didn't do it. Saved me a lot of money because Atlantic City, you know, I had the good sense to leave 7 years ago.",89.48,78,"I own a hotel and had plans to expand it by adding 2,000 rooms. However, I would have had to take someone else's property to do so. This would have created around 2,500 jobs, generated a lot of revenue, and benefited the local economy. However, the person did not agree to sell their property, so I did not proceed with the expansion and job creation. I also avoided the cost of building the hotel in Atlantic City, as I had the foresight to leave the city seven years ago."
Donald Trump,"Now we say to, to Oregon, and we say to, we say to, uh, the mayor of Portland, who's, who's a horror show. I mean, he thinks he's friends with these people. Every time he goes near them, they want to rip them apart, but we said to the mayor ""Protect our courthouse and we leave."" When, when they thought we left -- We didn't trust 'em.",88.57,67,"I spoke to the people of Oregon and the mayor of Portland, who I consider to be a nightmare. They think they are friends with these individuals, but every time they get close, they want to attack them. I warned the mayor to protect our courthouse, and we would leave. However, when they thought we had departed, we did not trust them to keep our courthouse safe."
Donald Trump,"On your show, as an example, I get the highest ratings. I've done very well in polls. I'm way above Pat Buchanan in the polls. I start off higher. I haven't campaigned yet. I haven't even announced that I'm running yet and if I do Larry King Show, if I do Dateline, if I do the various shows we get the highest ratings and they get the highest ratings, and hence I'm on your show today, as a matter of fact, because I suspect that if I came up with a cure for cancer and if I didn't get ratings, you wouldn't put me on. So you, know, no, I don't hate ratings...",88.97,113,"I have consistently received high ratings on your show, as shown by polls. My ratings are higher than those of Pat Buchanan, even before I have officially announced my candidacy and started campaigning. When I appear on other shows, such as Larry King and Dateline, they also receive high ratings. Therefore, I am on your show today because I believe that even if I had found a cure for cancer, you would still want to interview me because of the high ratings. I don't necessarily hate ratings, but I recognize their importance in determining which guests are invited on your show."
Donald Trump,"Guess what, they didn't do it. They're still talking. I said just you got to be surgical. You can't blow up every building and kill millions of people to get 35,000 terrorists. And look what happened, Brian. They didn't do it. I said, 'You better not do it.' And I'm not saying they shouldn't get the terrorists, I'm saying you can't kill 3 million people in order to get, or a million people, in order to get 35,000 terrorists. You can't do it.",87.52,83,"It turns out, they didn't do it. They're still talking. I advised being surgical. You can't blow up every building and kill millions of people to get 35,000 terrorists. And look what happened, Brian. They didn't do it. I warned them not to do it. I'm not saying they shouldn't get the terrorists, I'm saying you can't kill a significant number of innocent people in order to get a small number of terrorists. It's not possible to do that."
Donald Trump,"I'm telling you, he'll use the 14th amendment, Sean. He is going to use this 14th amendment and when he's playing golf, hopefully at Trump National in Washington, I have the best course in Washington and love to have him there. The president if you want to play my course in Washington on the Potomac River.",77.87,56,"I'm saying that he'll use the 14th amendment, Sean. He's going to use this 14th amendment, and when he's playing golf, I hope he'll play at Trump National in Washington. I have the best course in Washington and would like for him to come there. If the president wants to play my course in Washington, on the Potomac River, he's welcome to do so."
Donald Trump,"We were at $635 million, it was all screwed up. So instead of going out and getting somebody that knew what they were doing, they hired the same company to keep going. It's a real disaster. It's so embarrassing for the country.",77.74,42,"I was part of a team that managed a budget of $635 million, but things went wrong. Instead of hiring someone with experience to fix the situation, we decided to keep working with the same company, which ended up being a disaster. It's embarrassing for the country."
Donald Trump,"Well you know, I did a rally and I said, in fact, I was thinking about canceling it; I also did the Young Farmers and it was great doing that and then I had a rally afterwards and then I said, you know, you make them too important if you start canceling. I remember Dick Grasso wanted to get the stock exchange opened as soon as possible; he did a great job and other things.",58.79,75,"I hosted a rally and seriously considered canceling it. However, I went ahead and performed at the Young Farmers event, which was enjoyable. Afterwards, I held another rally and considered the idea of canceling it, but I ultimately decided against it. I remembered how former NYSE CEO Dick Grasso wanted to open the stock exchange as soon as possible and did an excellent job with other tasks as well."
Donald Trump,"So some people will take that and they'll say, ""Oh, that's terrible, that's terrible."" What we're going to have is we're going to have private plans. We're going to have maybe the health care savings plans, which are very good. We're going to get rid of the lines. You know what happens when you get rid of the lines? You have tremendous competition, and the price goes way down. The reason the lines are there is because the insurance companies are making a fortune having monopolies in the various states and make a fortune.",83.25,94,"I believe that some people will criticize this by saying it's terrible, but we're going to have private healthcare plans. Health savings plans are a great option, and they'll bring down the cost by creating competition. The reason the cost is so high is because insurance companies have monopolies in certain states and are making a lot of money."
Donald Trump,"You won't make cars in Michigan anymore. The whole industry was leaving. It was going to Mexico. It was going to all sorts of places. That's not have -- happening now, and companies are coming back in. They're expanding and they're building new plants. There hadn't been a plant built in 40 years, a new plant, and now they're coming, and frankly, even with the unions, they're coming back and they're going in, because it's harder.",85.99,76,"I am not going to manufacture vehicles in Michigan anymore. The entire industry was leaving, and it was reducing to Mexico and other locations. However, this is not the case now, and companies are returning, expanding, and building new plants. It had not been built for 40 years, a new plant, and now they are coming back, and honestly, even with the unions, they are returning and entering because it is more challenging."
Donald Trump,"But we put additional sanctions on today, strong sanctions, we have strong sanctions. Their oil is way, way down and they're having difficulty and they can be a very successful nation, they can be a tremendous nation immediately, can start tomorrow. Or they can, not do so well for a long number of years, and we'll see what happens, but I hope, I hope they agree that you know they have great potential.",63.73,73,"I believe that we have imposed additional sanctions on them today, which are quite strong. Their oil production has significantly decreased and they are currently facing difficulties. They could become a very successful nation if they start working towards it tomorrow. On the other hand, things might not go well for them for a long time, and we'll have to wait and see how it all plays out. But I have hope that they will recognize their potential for greatness."
Donald Trump,"I really go by a very talented and very good, really very good and very, he's a very kindhearted man and a very fair man, Attorney General Bill Barr. And if he wants to do something, I've done that; I've done that with the investigation of Comey and all of these people. I don't get involved. I just don't get involved.",81.33,61,"I have a lot of respect for Attorney General Bill Barr. He's a very talented and fair individual, and I trust his judgment. If he feels that an investigation is necessary, I've been supportive of his efforts in the past, such as the investigation of former FBI Director James Comey and others. However, I try to stay out of the details and let the professionals handle their duties."
Donald Trump,"And then all of a sudden, they take these people back gladly, with -- very, very happily. Mexico has 27,000 of their soldiers on the Southern border. And people aren't coming in now. They don't go past the Mexican soldiers, so, very, very few people coming in illegally. And then that's helped, of course, by the wall.",77.03,57,"I have noticed that Mexico has deployed 27,000 soldiers to their southern border and this has effectively deterred illegal immigration. The soldiers have been stationed at the border and they haven't allowed anyone to pass beyond them, so only a few people have been attempting to enter the country illegally. The wall also helps with this issue by making it more difficult to cross the border without authorization."
Donald Trump,"I just felt, believe it or not, I have much greater spirit for the United States than just an economics. I felt that Japan was taking advantage of the country. And by the way, there's nothing changed there. Japan is doing what they're all doing. You look at what's happening with the balance of credit. You talk about trade deficits, it's massive with Japan. But if you're talking about balance, we send them beef and they send us hundreds of thousands of cars. You're talking about balance of -- so I mean it's from the floor to ceiling, the difference. So what happened, I've been pretty consistent. I've been probably the most consistent. People have said, man, you've said similar things several years ago. It's one of the many reasons I'm running. Hey, I had a very good life going, great company, wonderful family. I could do whatever. I own Turnberry, I own Doral, I own all these incredible places, I own great property. I'm doing deals all over the world and no risk deals. These licensing deals are the best. The smart people say the greatest deals -- I've had the smartest people, best business people say these are greatest deals. You don't have any risk and you get big chunks of every deal that goes up. And by the way, like I'm doing 121 deals. Most of them are licensing. Turnberry I own 100 percent, no mortgage. I own a lot of the stuff without financing.",85.99,248,"I have always had a strong spirit for the United States and I believe that Japan has been taking advantage of the country. This has not changed and Japan continues to do what other countries are doing. The trade deficit with Japan is massive and the balance of credit is not fair. They send us beef and we send them hundreds of thousands of cars. When it comes to balance, it is imbalanced. This is one of the reasons I am running for office. I have had a good life and a successful business, but I wanted to make a difference. I have been consistent in my views on this issue and many others. I have been praised for the smart deals I have made and the licensing deals I am currently doing are considered to be the best. I own many properties, including Turnberry and Doral, without mortgages and I am doing 121 deals, most of which are licensing deals."
Donald Trump,"It's a disgrace what happened to General Flynn? It's a -- it was a setup from day one. You picked it up in about two hours. Okay. But -- and by the way, the other side knows it was a scam, but they -- it's not to their advantage. Do you know that if you look at MSDNC and if you look at fake news CNN, do you know they don't even talk about General Flynn today, and yet, two years ago, year and a half ago, when he was under persecution, not prosecution, persecution, when they were persecuting him, he made up their whole show, and now that they find out he's totally innocent because you look at this and more is coming out, they find out he's innocent, they don't even talk about it. You don't even see a soundbite that the man is innocent.",72.5,147,"I am upset about what happened to General Flynn. It was clear from the start that he was set up. It only took a couple of hours to realize that. And even though the other side knows it was a scam, they don't want to admit it because it's not in their best interest. I find it strange that two years ago, when General Flynn was being unfairly targeted, the media was all over the story. But now that it's clear he's innocent, they're not even mentioning him anymore. It's as if he never even existed."
Donald Trump,"Well, then you have to go and decide on what plan you want, which way you're going to go. You want to decide on is it repeal or repeal and replace. If it's repeal and replace, which one do you want to go? Which form of existing conditions? I mean, there's many things. But once you're in there, then you can really negotiate. This is actually the heart, though. Once you're there, you can, you know, Gerard -- oh, say hello.",86.71,81,"I need to choose a plan and determine whether I want to repeal or repeal and replace it. If I choose the latter, I must decide what form of existing conditions I prefer. There are many options to consider. Once I have made my decision, I can start negotiating with others, which is actually the most important part of the process. I can greet Gerard and say hello."
Donald Trump,"For him to be doing this to this man and this family, I think Jon Tester has to have a big price to pay in Montana because I don't think people in Montana -- the admiral is the kind of person that they respect and admire and they don't like seeing what's happened to him.",42.05,55,"I believe that Jon Tester must face consequences for his actions towards this man and his family, as they are widely respected себе and admired in Montana. I don't think the people of Montana would condone what has happened to him."
Donald Trump,"Well, the doctors, the White House doctors, as you know, are the best. And they said totally free of spreading. There is no spread. And there wasn't yesterday either. And, by the way, I don't know if you noticed, I was on a balcony. The closest person was probably a couple of hundred feet away. And they were down in -- on grass.",87.82,63,I have the best doctors at the White House and they have confirmed that there is no spread of the disease and there was none the previous day. I was on a balcony and the people around me were on the grass far away from me.
Donald Trump,"Well, I'm really talking about filing -- let's see. Concrete examples? I don't know. I feel that for the size of the company, it's a very big company, I'm really not involved in much litigation other than I'm not a settler. I don't believe in settling cases because if I do settle cases, I'll get sued much more. So I just am not a settler. Like with Trump University, I could settle that case tomorrow. I could have settled that case over the years or I could settle it now. But I'd rather win.",76.62,94,"In terms of filing, I don't have any specific concrete examples to share. Given the size of the company I work for, we don't get involved in much litigation. I don't believe in settling cases because I think it would lead to more lawsuits. For example, with Trump University, I could have settled the case years ago, but I would rather fight and win."
Donald Trump,"But the reason I want to do it for eight is we've got to strongly keep this going. It's gotta, sort of like a tree. You put it in and sort of doesn't do too well, all of a sudden it starts grabbing hold. Uh, because what we've done with the tax cuts and regulation cuts, all the things we've done, the military, uh, there's more to come and it's important that it does come.",86.23,75,"I want to continue this effort for eight years because it needs to be strong and sustained like a tree that initially struggles but later takes hold. The tax cuts, regulatory reductions, military spending, and other actions we have taken so far have laid a solid foundation, and there is more to come that needs to be implemented to ensure its success."
Donald Trump,"We're going to have gross... look, we're going to have a tremendous GDP. It's going to be maybe 4 percent, and it could even be higher than that. If that happens, then our nation will be booming again. We have the weakest recovery in our nation since the depression. Since the Great Depression. People are looking for jobs.",88.43,58,"I believe that our nation's Gross Domestic Product (GDP) will be quite strong, potentially reaching 4% or even higher. If this happens, it would indicate a significant improvement in our economic growth and mark a turning point in our recovery from the Great Recession. It's worth noting that our current recovery has been the weakest since the Great Depression, and many people are still struggling to find work."
Donald Trump,"Well, it's all about the jobs, I mean, we have to bring jobs back, we have to bring our manufacturing back. You take a look at the kind of jobs that we have. That last job report, if you look at it, it sounds good on the outside, but on the inside, they actually say the jobs are not good jobs. It's not -- they're not high-quality jobs.",88.26,68,"Well, I believe that it's important to bring jobs back to our country and to revive our manufacturing industry. Recently, a job report was released, and while it may seem positive at first glance, the truth is that the jobs being created are not high-quality ones."
Donald Trump,"Because I know the British people and I understand the British people, and the British people wanted to have control over their country. And they don't want to have people coming from all over the world into Britain and they don't know anything about these people. And I said because of immigration, and to a certain extent because of trade, but mostly immigration, I said that Brexit is going to be a big upset and I was right.",62.01,78,"I knew the British people and their desires for control over their country, and I understood that the British people did not want to have people from all over the world coming into Britain without knowing anything about them. I had warned that due to immigration and to some extent trade, but mostly immigration, that Brexit would be a significant upset, and my prediction was correct."
Donald Trump,"Well, I think Harvey Pitt is a very, very strong guy, a very very smart guy and I think he's going to do an amazing job. I think he's going to do an outstanding job. I never knew Harvey Pitt before, and I think that Harvey Pitt really is going to do a very good job if people give him the chance.",84.3,62,"I believe Harvey Pitt is a highly intelligent and strong individual who will perform exceptionally well in his role. I had not previously been familiar with Harvey Pitt, but I am confident that he will excel if given the opportunity."
Donald Trump,"Plus there's 10 percent, they think, where people don't respond, unfortunately. I'm not sure if this is nice or not nice, but when they don't respond, that means it's an automatic Trump vote. But it's a 52, and we're doing very well in the polls. You see what's happening with respect to the election, I mean, you know, to the midterms, even though -- I know -- historically, the president, you don't tend to do so well in the midterms, but we have, this is a different presidency and this is the greatest economy ever.",73.21,95,"I believe that there is a 10% chance that people will not respond to the survey, which could result in an automatic vote for Trump. Although this may not be ideal, our poll numbers are strong and we are doing well in the midterms. Historically, presidents tend to do poorly in midterm elections, but this is a unique presidency and the economy is thriving."
Donald Trump,"Well, I had a rally yesterday where I didn't see anybody without one. I mean, and you could see because the people were behind me. And I -- I mean, almost everybody has it. And, you know, we hand them out at the rallies. We give masks to everybody at the rallies. But the rallies, again, are outdoor and we have heard of no incidences where -- and I've had big rallies, we're having 35,000, 40,000 people come at the rallies, and we had no incidence where we had -- we have had a problem.",81.33,95,"IAxis: Well, I organized a rally the other day where everyone I saw had a mask on. The crowd was huge, and they were all behind me. It seemed like almost everyone had a mask. And, you know, we give out masks at our rallies. But the rallies are outdoor events, and we haven't had any incidents where people have gotten sick. We've had some big rallies with 3ชั่วโมง, 40,000 people, and we haven't had any problems."
Donald Trump,"They're going to -- just like last time, Bernie Sanders' people are going to vote for me because of what I have done on trade, because what I have done on trade is a miracle. And we have a long way to go, because, frankly, they interrupted it with the impeachment hoax and various other things. But, no, I think she's talking, and a lot of people think that she's talking about Joe Biden, getting him out.",71.18,77,"I believe that supporters of Bernie Sanders will vote for me again due to my actions on trade, which they view as exceptional. Despite the interruptions caused by the impeachment proceedings and other matters, I remain committed to continuing my work on trade. Some people speculate that Elizabeth Warren is trying to undermine Joe Biden's campaign, but I do not have any concrete evidence to support that claim."
Donald Trump,"And it was nothing so beautiful as what she did. I think it's the most beautiful moment I've had since I've been campaigning for president. She's got a terminal disease and she's got a terminal -- I mean, you know, she's got this beautiful child.",73.47,45,"I have never witnessed anything as magnificent as what she did. In my opinion, it was the most breathtaking moment I have experienced since I started campaigning to become a president. She was suffering from a terminal disease and had a terminal illness, but she still had this stunning child."
Donald Trump,"So, you could say in one sense, we are really increasing values and may be in the sense, we are reducing debt. But we are very honored by it and we are very, very happy by what's happening on Wall Street.",76.05,41,"I would say that, in one way, we are increasing values and in another way, we are reducing debt. But we are honored by it and very happy with what's happening on Wall Street."
Donald Trump,"I probably, you know, in retrospect I should have and I did last year and I will virtually every year. But we had come in very late at night and I had just left, literally, the American cemetery in Paris and I really probably assumed that was fine and I was extremely busy because of affairs of state doing other things.",57.44,61,"In retrospect, I should have visited the American cemetery in Paris more frequently. Last year, I made sure to visit it, and I plan to do so every year. However, the previous year, I had come in very late at night, and after leaving the cemetery, I was extremely busy with state affairs."
Donald Trump,"Well, Jake, she's a very, very brilliant woman. I have -- you know, I know her academic background. And I -- you know, she was tremendously successful before I met her. She's very smart. She also is a very private woman. And there's something very nice about that. She's a great mother. And she has some interesting causes that are going to be fantastic for the country.",80.17,67,"I have known a brilliant woman who has had a successful academic background before we met. She is very smart and private, which I find appealing. She is also a great mother and has causes that will be beneficial for the country."
Donald Trump,"I hope he's not 7 feet. I mean And I tell them, no drugs, no alcohol, no cigarettes. I usually say no tattoos, too. But if you look at society, I think we have given up on that, right? But I say no drugs, no alcohol, no cigarettes.",87.11,48,"I hope he's not 7 feet tall. I always tell them that there should be no drugs, alcohol, or cigarettes. I usually also mention that I don't allow tattoos. But in today's society, I think we've given up on those kinds of restrictions. Still, I hold firm to my belief that there should be no drugs, alcohol, or cigarettes."
Donald Trump,"And at some point, it's got to stop. But something I say that I don't hear a lot of other people saying is where is this money being spent you? You know, they raise your taxes and they keep raising your taxes, and then you look at Solyndra and you look at all of these horrible investments that, frankly, investment bankers should be making, not the government.",74.22,67,"I believe that at some point, the government's spending habits need to be reined in. One thing I often think about is where exactly is the money being spent. I hear a lot of people talking about how taxes are being raised, but I don't hear many discussions about where that money is being used. It seems like there have been some questionable investments, like Solyndra, that seem more like the types of risks that investment bankers should be taking, not the government."
Donald Trump,"They haven't done nuclear testing. They really haven't tested to missiles other than, you know, smaller ones, the -- which is something that lots test. But I think with North Korea, we have been doing very well here but that doesn't mean it's going to continue. We have a relationship. President Obama had no relationship.",68.97,55,"I have not seen any nuclear testing done by them, other than a few smaller missile tests which many others also perform. Although we have been doing well in our relationship with North Korea, I do not believe it will continue in the same manner. During Obama's presidency, there was no relationship established with North Korea."
Donald Trump,"And yet, he's stuck in a jail, a rough place. It's 110 degrees. And I think it's a disgrace. I think it's disgraceful that our president doesn't take care of him immediately. And it should have been done a long time ago. I mean, even now, it's so ridiculously late.",88.43,50,"Even though he is currently incarcerated in a harsh and uncomfortable facility, I find it unacceptable that he is being kept in such poor conditions. The temperature is over 110 degrees, and I believe it is a shame that our president has not made it a priority to address this issue and provide him with the necessary care. It is now late, and the situation is still unresolved."
Donald Trump,"I didn't say that. I said I would certainly think about that. Because the question is what happens if you don't get the nomination? And this was also before the new polls came out that showed me leading. But they said, what happens if you don't get? Would you consider running? I said yes, I would consider running as an independent.",79.56,61,"I didnapplication/json didn't make a statement that they purported I made. I stated that I would certainly consider it. The query was what if I don't acquire the endorsement? This happened prior to the latest surveys that showed me leading. However, they inquired, what if I don't acquire it? Would I contemplate running as an independent? I replied that I would certainly think about it."
Donald Trump,"Sarin. And, and tremendous numbers of people were killed, young people, children. And he didn't do anything. That was a famous weekend where they were all asking him to do it, do it, do it. They thought they had it, and then he -- not easy to do, I will say this, 'cause when I had to make that decision, I was with the president of China, and General Mattis said, ""We're locked and loaded, sir,"" and I'm saying [Inaudible], you know. [Inaudible] Look, you're killing people.",79.4,87,"On that weekend, a chemical known as Sarin was used, leading to the death of many young people and children. Despite the calls to act, no action was taken. It was a moment when many believed they had control over the situation, but ultimately, it was not an easy decision to make. During that time, I was with the president of China and my advisors were urging me to act, but I ultimately decided against it."
Donald Trump,"Because ultimately a deal is going to happen. And if the Republicans are smart, which so far unfortunately it hasn't been working out that way, but if the Republicans are smart they are going to use that and they are going to get every single thing they wanted including a huge reduction in expenditures.",44.07,54,"As things stand, a deal will eventually be reached. If the Republicans can capitalize on the situation, they will secure all of their desired outcomes, including significant spending cuts."
Donald Trump,"And when I have close to 100 million people watching me on Twitter, including Facebook, including all of the -- Instagram, including POTUS, including lots of things. But we have, you know, I guess pretty close to 100 million people. I have my own form of media. So, you know, if I tweet two or three or four or five times a day, and if most of them are good -- I really want them all to be good but if I make one mistake in a month, this one, I don't think is going to prove to be a mistake at all.",79.64,103,"When I have around 100 million people following me on Twitter, including Facebook, Instagram, and other platforms like POTUS, I have my own form of media. So, if I tweet a few times a day and most of them are good, with only one mistake in a month, it's not a big deal."
Donald Trump,"Well, I think she's good. I mean, she said she's a friend of mine. She was a little tough on me at the speech. And then the following day, I guess, you know, I have a lot of people that liked what I'm saying and she was hit pretty hard by a lot of the people that agree with what I'm saying. And she actually went very strong on saying I like Donald Trump very much, I agree with Donald Trump in so many ways.",88.06,85,"I believe she is a good person, as she mentioned that we are friends. Although she was tough on me during the speech, I understand that some people enjoyed what I was saying and she received criticism from many of them. The following day, she expressed her admiration for Donald Trump and agreed with him on many issues."
Donald Trump,"That would give them six automatic Senate seats, automatic. No chance. It would be very unfair and 20 something Congressional seats. So that's what they want to do. So, if you -- if you give them what they want, and we really have a one party system. He can never catch up. So, they'll be talking about anywhere from four to six Senators, Republicans can't win those states although I've been better to Puerto Rico than any other president.",75.2,79,"If they get what they want, it would give them six automatic Senate seats and 20 some odd Congressional seats, which is very unfair. If we give them that, it would result in a one-party system and I would never be able to catch up. They will be talking about four to six Senators, which Republicans can't win those states, although I have been better to Puerto Rico than any other president."
Donald Trump,"No, look -- he was insane a long time before -- you look at his medical records -- he was insane for a long time. Bernie Sanders had a fan who shot a very good friend of ours, Steve Scalise -- and other people -- he was a total maniac -- nobody puts his name in the headline, Bernie Sanders in the headline with the maniac -- [Crosstalk]",74.36,68,"I want to clarify that the individual who shot Steve subscription and other people was a fan of Bernie Sanders and had been insane for a long time. It's evident from his medical records. Even though Bernie Sanders' name was not in the headline along with the shooter, people still associate him with the incident."
Donald Trump,"And I think a lot of people are really looking at Colorado. For prison reform, I think, as you know, our prison system is a disaster. It's a complete disaster. All over the country, almost everything we have, Chris, if you want to know the truth is a disaster.",75.91,49,"I believe that many people are focusing on Colorado as an example of successful prison reform. Our current prison system is a complete failure, and this is an issue that affects many states across the country."
Donald Trump,"So he may have been referring to that. But the way I view it is early in the year to middle of the year, no interest. I had very little interest in the first place, and again, I viewed it as a free option. It may have been a letter of intent. I don't know exactly what it was called. But it was unimportant.",85.99,64,"Early in the year to the middle of the year, I didn't have any interest in it. I had very little interest in it from the start, and I saw it as a free option. It may have been a letter of intent, but I don't know what exactly it was called. To me, it was insignificant."
Donald Trump,"It's a shame. No reason for it. You know, when the statues were being affected so badly, when they were knocking down statues, I took an old -- basically I modernized a very powerful old law and you get 10 years in jail if you knock down a statue and since that time, and now this is on a federal basis, cities can do the same thing, we could reinstitute it for cities if asked, but since that time, it just stopped.",69.45,82,"I think it's unfortunate that the law regarding damaging or destroying statues was not enforced as strongly as it could have been. I took an old law and updated it to make it more severe, with a penalty of 10 years in prison for damaging a statue. However, since that time, the law has not been enforced as strictly as it was before. It's unfortunate that this has happened."
Donald Trump,"So, I think she's one of the finest people I have ever met in the world of medicine, medical. You know, she is responsible for all of the incredible work that's taken place on AIDS in Africa. Millions of people are alive right now because of her. She's an unbelievable woman, a woman of tremendous substance and style, frankly.",73.37,59,"I have had the privilege of meeting some exceptional individuals in the medical field, and one of them stands out - her work on AIDS in Africa is nothing short of remarkable. Thanks to her efforts, millions of people are still alive today. She is an incredible woman, with both tremendous substance and style."
Donald Trump,"And I think, if you asked any Vietnam vet what they think of Donald Trump, I think they'd think -- I hate to be talking about it, to be perfectly honest. Because I don't like to be bragging that I gave $1 million last year to the Vietnam vet -- and vets and it's not really my style. And perhaps, Phil and other people wouldn't like it even for my image because it's not the image that they want to project.",78.62,81,"If you asked me, a Vietnam vet, what I think of Donald Trump, I would say that I don't like talking about it because it goes against my nature to brag about giving money to veterans. Last year, I gave $1 million to Vietnam vets, but it's not something I like to boast about. Additionally, other people might not like it because it doesn't fit the image they want to portray."
Donald Trump,"He did not beat President Obama in areas where they said he beat President Obama. In fact, the black community had very little enthusiasm for Joe Biden. You know that. You have been reporting on that, very little enthusiasm for Joe Biden. The Hispanic community has very little enthusiasm for Joe Biden. He didn't get those numbers.",70.29,57,"I noticed that during the election, Joe Biden didn't perform as well as expected in areas where he was supposed to have done well. Specifically, the black and Hispanic communities didn't show much enthusiasm for him. From my observations, it seems that the excitement for Joe Biden was lacking among these groups."
Donald Trump,"They were going to be beat up badly and the house was going to be totally ransacked and probably burned down like they tried to burn down churches. And these people were standing there, never used it, and they were legal, the weapons. And now, I understand somebody local. They want to prosecute these people.",74.39,55,"I was worried that the people who were breaking into the house were going to cause a lot of damage. They had a history of vandalism and violence, and I believed they would try to burn down the house if they could. The fact that the people who owned the house had legal weapons but didn’t use them to defend themselves frustrated me. Now, I’ve learned that local authorities want to prosecute the individuals responsible for the break-in."
Donald Trump,"Well, that's true. By the way, that is absolutely true. But I've just gotten to like him over a period of time. I like what he stands for. I like his values. I like what he represents. I like very much the fact that he understands what China is doing to this country, understands what OPEC is doing to this country.",88.02,61,"I agree with the statement. Over time, I have developed a liking for him due to his values, principles, and understanding of certain issues affecting the country. I appreciate his stance on China's actions and the impact of OPEC on the country."
Donald Trump,"And all I'm doing is bringing fairness back because it's – it got out of control long time ago. Long before Obama, Obama did nothing and Biden did absolutely nothing, made it worse, but it was long before them, in all fairness.",67.59,42,"I am simply trying to restore fairness because it has been out of control for a long time. This is not something that started with Obama or Biden, as they have not done anything to address the issue and have even made it worse. It is important to note that this problem existed long before them."
Donald Trump,"And believe me, if I didn't build an incredible company and if I didn't have the good numbers, the great numbers, I would haven't run, Joe. I wouldn't have run. There's no way I could have run. So everyone was shocked when they say them.",85.39,45,I can assure you that I did not build an impressive company nor did I achieve remarkable numbers if I had not run for the position. The idea of me running was inconceivable otherwise.
Donald Trump,"I don't even think about it because this is so big, what I'm doing now, so big and so, so important because this country was going in the wrong direction. We were heading toward a really bad situation. And if you remember, when I got elected, the stock market dropped and then they heard my speech, and it dropped. And then it went up more than it dropped. It went down like 800 points, and then it went up a lot -- whatever it was, much more than that. And then since then, it's gone --",89.38,96,"I don't even think about it because what I'm doing now is so important. The country was headed in the wrong direction and I had to do something about it. When I was elected, the stock market dropped and then people heard my speech, and it dropped even more. But then it went up more than it dropped. It went down by 800 points, but then it went up a lot, I don't remember the exact number. Since then, it's been going up."
Donald Trump,"That's corrupt, OK. That's corrupt. But this was a -- a terrible, terrible thing that happened to our country. It was a try -- they tried to overthrow a duly elected -- forget about me -- a duly elected president of the United States. They tried to do an overthrow with fiction by making up stories about Russia.",74.69,58,"I believe that the actions taken were corrupt, and I think it's a terrible thing that happened to our country. The attempt to overthrow a duly elected president of the United States with false claims about Russia was unacceptable."
Donald Trump,"So the taxpayers have put hundreds of billions of dollars into these banks in order to shore up the banks, but the banks are not lending the money out. And that's a shame, because that's not the way the game is supposed to be played.",82.48,45,"I believe that the taxpayers have invested hundreds of billions of dollars into banks to stabilize them. However, these banks are not using the money to lend it out, which is disappointing because that is not how the game is supposed to work."
